address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Sector No :  Mirpur 1  ,  Road No :  Ahmednagar  ,  House No :   ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  Mirpur 1  ,  Road No :  Ahmednagar  ,  House No :   ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  318/2, Ahmed Nagar, Paikpara, Dhaka ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '2', 'Floor': '6', 'Size': '1230SqFt', 'PropertyID': '30936'}","মিরপুর ১ আহম্মেদনগরে (মিরপুর প্রধান সড়ক হতে ৩০০ মিটার দূরত্বে) নবনির্মিত ভবনে সম্পূর্ণ রেডি ফ্ল্যাট ভাড়া হবে।, আয়তনঃ প্রায় ১২০০ বর্গফুট, বেড রুমঃ ৩ টি (২ টি মাস্টার বেড+ ১ টি গেস্ট রুম), ড্রয়িং ও ডাইনিংঃ ১ টি, টয়লেটঃ ৩ টি (৩টি গিজার সংযোগ সহ), বারান্দাঃ ২ টি , রান্না ঘরঃ ১ টি (কেবিনেট করা), লিফটঃ ১ টি, সার্বক্ষণিক নিরাপত্তা ব্যাবস্থা বিদ্যমান, মাসিক ভাড়াঃ ২১০০/, সার্ভিস চার্জঃ ২০০০/+ বিল সমূহ,  ",No,Negotiable ,https://www.thetolet.com/en/dhaka/mirpur/30936/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  JCX TOWER,1136/A, Block-I, Level 5, Japan Street, ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '4', 'Size': '375SqFt', 'PropertyID': '30927'}","Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.. Facilities Available : > Grocery Shop, BBQ corner> Swimming Pool,Theatre room> Gym with 24/7 and Jogging track > Daily Room & Bathroom Cleaning > Multi-purpose Hall Room With Full AC > Steam Bath, Thermal massager> Landscape With Sitting Arrangement. Website: https://www.hotels.com.bd/two-room YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk. Contact For Booking: +88 01712553547 +88 01921096842  ",No,36000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30927/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :  14  ,  Road No :   ,  House No :   ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  14  ,  Road No :   ,  House No :   ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Ebrahimpur Mirpur 14 ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '6', 'Size': '300SqFt', 'PropertyID': '30916'}",,No,8500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30916/bachelor-house-tolet-from-may,Tolet,Bachelor House Tolet From May ,Bachelor House
" Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  Area Name :    Faridpur Sadar  ,  District Name :   Faridpur  ,  Short Address :  দখিন ঝিলটুনি ঈদগার মোর ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30908'}","এক রুম এক কিচেন এক টয়লেট , ভাডা ঃ৩৫০০, দখিন ঝিলটুনি ঈদগার মোর  ",No,3500.00/- BDT ,https://www.thetolet.com/en/faridpur/faridpur-sadar/30908/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Bashundhara R/A ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '4', 'Size': '800SqFt', 'PropertyID': '30902'}","Fully Furnished Two Bedroom Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals are available with Kitchen, TV, Geyser, Refrigerator, WiFi, Microwave oven, A/C..Facilities Available>Fully Furnished Apartment>Security & Laundry Service>Filter, Washing Machine, LP Gas>Drawing, Dining Space Available>Daily Room & Bathroom Cleaning>WiFi, Microwave oven, Geyser, A/C>Short-Term Rentals, TV, Refrigerator.Youtube:1.https://www.youtube.com/watch?v=yp440KIPCvc2.https://www.youtube.com/watch?v=xB_m6tVSiok.Contact For Booking:+88 01712553547+88 01921096842  ",No,48000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30902/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :   ,  Road No :   ,  House No :  186, West Kafrul, Ta  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  186, West Kafrul, Ta  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Near Halim Foundation School ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '4', 'Size': 'SqFt', 'PropertyID': '30892'}",,No,7.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30892/bachelor-house-tolet-from-april,Tolet,Bachelor House Tolet From April ,Bachelor House
" Sector No :  Block#C  ,  Road No :  06  ,  House No :  23  ,  Area Name :    Mugda  ,  District Name :   Dhaka  Sector No :  Block#C  ,  Road No :  06  ,  House No :  23  ,  Area Name :    Mugda  ,  District Name :   Dhaka  ,  Short Address :  Green Model Town, Manda, Mugda, Dhaka ",Lift Service,"{'Bedrooms': '4', 'Bathrooms': '3', 'Belcony': '4', 'Floor': '5', 'Size': '1800SqFt', 'PropertyID': '30882'}",Well decurated with interior designed. Glass fittings. Two flower bed with all facility in Green Model Town.  ,No,26000.00/- BDT ,https://www.thetolet.com/en/dhaka/mugda/30882/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Bashundhara "," Lift Service,Garage,CCTV,Gas,Wifi","{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '4', 'Size': '375SqFt', 'PropertyID': '30874'}"," ,  , Two Room Furnished Serviced Apartment RENT in Bashundhara R/A. Short-Term Rentals with Kitchen, TV, Refrigerator, WiFi, Microwave oven,  A/C.Facilities Available : > Grocery Shop, BBQ corner> Swimming Pool,Theatre room> Gym with 24/7 and Jogging track > Daily Room & Bathroom Cleaning > Multi-purpose Hall Room With Full AC > Steam Bath, Thermal massager> Landscape With Sitting Arrangement., Website: https://www.hotels.com.bd/two-room YouTube: https://www.youtube.com/watch?v=b_dWFqx8jKk., Contact For Booking: +88 01712553547 +88 01921096842  ",Yes,36000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/30874/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Sector No :  West Razabazar  ,  Road No :   ,  House No :  48/G4  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  Sector No :  West Razabazar  ,  Road No :   ,  House No :  48/G4  ,  Area Name :    Farmgate  ,  District Name :   Dhaka  ,  Short Address :  Near Ronoda Pharmacy(Square Hospital) ","Gas,Wifi","{'Bedrooms': '2', 'Bathrooms': '1', 'Floor': '5', 'Size': 'SqFt', 'PropertyID': '30861'}","শুধুমাত্র পুরুষ ব্যাচেলরদের জন্য], , ✅ আগামী ১লা এপ্রিল মাস থেকে সুন্দর ও মনোরম পরিবেশে তিনজনের রুমে ১ সিট খালি আছে । , ভাড়া ২৮৬০( গ্যাস,বিদ্যুৎ, পানির বিল সহ), এবং মে মাস থেকে ৩ জনের এক রুম খালি হবে।, , ✅ সুবিধা সমূহঃ , ১. সার্বক্ষণিক নিরাপত্তা ব্যবস্থা ।, ২. ২৪ ঘন্টা, গ্যাস, বিদ্যুৎ, পানি ও ইন্টারনেট ব্যবস্থা।, ৩. তিন বেলা মিল সিস্টেম খাবার।, , ☑️লোকেশনঃ (48/G-4)পশ্চিম রাজাবাজার, ফার্মগেট। রনদা ফার্মেসির পাশে।(৫ তালার ওপরে)  ",No,2860.00/- BDT ,https://www.thetolet.com/en/dhaka/farmgate/30861/bachelor-house-tolet-from-april,Tolet,Bachelor House Tolet From April ,Bachelor House
" Sector No :  1  ,   Road No :  3  ,  House No :  42  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  1  ,   Road No :  3  ,  House No :  42  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Zoo Road, Rainkhola, Mirpur 2, Near Commerce College, Dhaka-1216 ","Lift Service,Garage,CCTV,Gas,Wifi, ","{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '5', 'Size': '1250SqFt', 'PropertyID': '30849'}","১লা এপ্রিল থেকে সাবলেট দেওয়া হবে! , শুধু মাত্র ছাত্রী কিংবা চাকরিজীবী মহিলা। , , ১টি সেপারেট রুম ১ জনের জন্য - ৬০০০ টাকা, ১ টি সেপারেট বড় রুম - ২ জনের জন্য - ৪৫০০/পার্সন , , সুবিধা সমূহ:, * ফ্রী ওয়াইফাই, * রুম সম্পূর্ণ টাইলস করা, * ২৪ ঘন্টা গ্যাস ও পানি, * ২৪ ঘন্টা বিদ্যুৎ, * রাত ১২টা পর্যন্ত লিফট, * ২৪ ঘণ্টা দারোয়ান সুবিধা, * ২৪ ঘণ্টা ফিল্টার খাবার পানি, * মেইন রোডের পাশে, *বিল্ডিংয়ের চারপাশ ওপেন হওয়ায় আলো বাতাসের কোনো কমতি নেই। , * মেয়েদের জন্য ১০০% সিকিউর, , আমরা ২ রুমে শুধু ৩জন মেয়েকে উঠাবো আর কোনো পুরুষ মানুষকে এলাউ করবো না। , ইভেন বাসায় কোনো পুরুষ থাকবে না। , , লোকেশন: মিরপুর ১, রাইনখোলা বাজারের ঠিক বিপরীতে, কমার্স কলেজ হেঁটে যেতে ৩ মিনিট লাগে।, আগ্রহী হলে ডাইরেক্ট কল করুন।, ধন্যবাদ।  ",No,6000.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/30849/sublet-room-tolet-from-april,Tolet,Sublet Room Tolet From April ,Sublet Room
" Sector No :   ,  Road No :  মাদারটেক রোড  ,  House No :  050  ,  Area Name :    Basabo  ,  District Name :   Dhaka  Sector No :   ,  Road No :  মাদারটেক রোড  ,  House No :  050  ,  Area Name :    Basabo  ,  District Name :   Dhaka  ,  Short Address :  বাসাবো, মাদারটেক, করবস্থান এবং বাজার সংলগ্ন ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '30840'}","রুমমেট আবশ্যক.! , মেসের জন্য একজনের সিট খালি আছে। স্টুডেন্ট / চাকুরিজীবী যে কেউ থাকতে পারবেন। , নিচ তলায় অবস্থিত।, আগামী মাস থেকে মনোরম পরিবেশ এবং সাথে অন্যান্য সুবিধাসহ চাকুরীজীবি বা ছাত্র রুমমেট প্রয়োজন। রোম অনেক বড়। সব সুবিধা আছে।, লোকেশনঃ বিসমিল্লাহ মাদারটেক কবরস্থান এবং বাজার রাস্তা সংলগ্ন, বিসমিল্লাহ ফার্মেসী, মাদারটেক, বাসাবো, সবুজবাগ।, ভাড়া মাত্র ১৫০০ টাকা পানি গ্যাস বিল সহ।, 01956890504 Or inbox  ",No,1500.00/- BDT ,https://www.thetolet.com/en/dhaka/basabo/30840/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Uttara  ,  District Name :   Dhaka  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  Sec:14, Road: Gawsul Azam Avenue (singer Mor) ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30833'}","Female flat a akta bedroom vara hobe.Attach belcony , Sec:14, Road: Gawsul Azam Avenue (singer mor), Only for female  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/uttara/30833/bachelor-house-tolet-from-march,Tolet,Bachelor House Tolet From March ,Bachelor House
" Area Name :    Badda  ,  District Name :   Dhaka  Area Name :    Badda  ,  District Name :   Dhaka  ,  Short Address :  মধ্যবাড্ডা কাচাবাজার থেকে পায়ে হেটে পাচ মিনিটের দুরত্ব ( এগারো সরনী) ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '30826'}","মার্চ ২০২৩ থেকে ভাড়া হবে মধ্যবাড্ডা কাচাবাজার থেকে পায়ে হেটে পাচ মিনিটের দুরত্ব ( এগারো সরনী) , ২ রুম ২ বাথরুম, ড্র‍ইং ডাইনিং, ২ বেলকনি লিফট এর ৬ ( ৭ম তলা) রাস্তা মুখি। প্রচুর আলো বাতাস আসে। , বাসা ভাড়া ১০০০০, পানি ৫০০ , গ্যারেজ ৫০০ , ময়লা ২০০ , সার্ভিস চার্জ ২০০০ , মার্চ থেকে বাসায় উঠতে পারবেন  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/badda/30826/family-house-tolet-from-march,Tolet,Family House Tolet From March ,Family House
"  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Motijheel  ,  District Name :   Dhaka   Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Motijheel  ,  District Name :   Dhaka  ,  Short Address :  Arambagh Motijheel ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '3', 'Size': '600SqFt', 'PropertyID': '30819'}",,No,14000.00/- BDT ,https://www.thetolet.com/en/dhaka/motijheel/30819/family-house-tolet-from-april,Tolet,Family House Tolet From April ,Family House
" Area Name :    Moghbazar  ,  District Name :   Dhaka  Area Name :    Moghbazar  ,  District Name :   Dhaka  ,  Short Address :  উত্তর শাহজাহানপুর ঝিল মসজিদের কাছে Dakhin Khilgaon ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '30813'}","সাবলেট ভাড়া হবে ছোট পরিবার অথবা ১ বা ২ জন ছাত্রী/চাকুরীজিবি মেয়ে মার্চ মাস থেকে ১ রুম,১ বাথরুম, ১ বারান্দা। শুধু রান্নাঘর শেয়ার করতে হবে। গ্যাস ও পানি ২৪ ঘন্টা থাকে। উত্তর শাহজাহানপুর ঝিল মসজিদের কাছে dakhin khilgaon। পঞ্চম তলায়। খিদমাহ হাসপাতালের বিপরীতে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/moghbazar/30813/sublet-room-tolet-from-march,Tolet,Sublet Room Tolet From March ,Sublet Room
